	0	1	2	3	4	5	6	7	8	9
0	14.18220560187568	56.197827516241205	11.692614365837382	12.03125709767216	12.811965326707197	94.12425628317717	67.39091703720948	23.877234101010878	65.27189342868913	32.201602340584884
1	17.185243489206236	54.5372689175333	64.35861727234482	28.152704620976323	25.73542865587882	90.01079370568002	55.75004546914131	33.333419917666056	86.12371416878098	22.221999034580193
2	16.36015424826047	48.18145459448118	35.037993031502374	21.2461987535253	18.572000076376444	84.58765839477937	108.74630824358562	28.851830199793227	67.5474216585762	13.653821682810644
3	18.582348147121188	49.46521568226376	44.48304003350801	58.73510270121193	23.3717991066653	106.36300924543036	129.5855918610649	47.771366079889845	76.97011241704995	28.62065361568395
4	28.178053133258068	40.1546725605845	16.639502525721724	23.638644865038955	15.476438185741456	111.21875867048843	60.54927661392294	10.377804736430125	83.86339607853324	30.743743773567445
5	14.665918701180761	60.24441022289135	38.72034115027784	19.21583214170861	23.669401516945285	105.95799479915988	24.76566608810964	27.98407646713924	75.04118381254392	32.30202162699814
6	28.699531819078665	67.19767360573225	22.86893679606947	30.07265068717917	19.667643997659432	96.48061108831894	61.74076648666188	18.889825652821113	92.11470142689473	29.472386664988647
7	24.75182904063336	71.83834848368008	40.506282038949664	27.361737599363213	15.880118587050768	96.03675157601529	38.36784591412237	22.86548817254569	71.16118574107233	27.36046434471568
8	15.313519636420441	68.75953992127315	2.956394828039738	17.905450329606065	15.674615599304799	96.42331840819068	60.58891920939418	6.449949051558136	83.89986215491768	21.27871776045255
9	38.45320561380444	82.22733251807095	29.608405011628033	28.305899524672014	21.64860638986177	91.19635059893108	130.45580168851916	46.83979475994637	100.84331705453938	41.14488933266449
10	28.99711061638704	56.187462842249744	-0.7900645976007787	5.162185475499758	13.046169340124608	120.98295077414599	38.18750614883605	10.673603660248087	72.63221628521957	15.88385193991013
11	24.152678300319174	12.007607547606902	33.30281612379847	10.8726651505957	18.56219098815605	104.18887691674388	105.5785337268532	23.74592351714179	59.29711095273153	16.29561756329835
12	21.493970318080247	75.20489472464567	47.65835486153498	25.82197013764554	22.626382547651495	108.46792903573362	115.04540787691137	43.255038866338104	67.462473943287	4.828797284325148
13	28.108538941347106	60.38570079445094	43.46719399495385	17.973515615928797	15.911032848640076	105.08181235799253	101.02383282535041	14.096396802221733	58.64001121895359	41.84108823291362
14	19.806288521496885	66.01626183269141	23.972910560658864	18.77219496538386	7.588207499442785	89.8046149299123	97.8876629658416	13.721286777637326	68.2304030366761	37.430309628576595
15	13.87655621541591	39.82899827680551	29.31890322331885	28.36674967639874	11.543697288076473	99.00984802494267	124.2113601016464	23.69377977225666	96.01927766914663	34.417784225078066
